GeneID	GSM3902321	GSM3902322
375346	828	1834
102465866	3	0
51460	1038	808
91869	1406	795
5580	1970	3154
7086	9419	7101
107986087	164	75
55802	1344	332
109617024	10	0
105377094	6	0
776	502	1698
55349	190	1194
55540	159	131
93973	1038	393
58515	586	617
105377095	20	0
55799	66	279
107986088	2	2
790952	0	28
100874237	2	15
57408	2	16
107986089	1	2
105377096	0	0
105377097	0	0
105377098	0	0
7474	413	560
26059	103	4
105377100	4	0
711	2	0
100500875	0	0
105377099	0	0
285331	517	28
23272	3811	542
50650	1728	705
100874200	21	0
353324	141	26
54756	975	165
105377101	19	0
8820	33	2
26060	1723	154
142686	138	7
105377102	52	2
201625	325	19
201626	1310	1916
378	2990	597
106144532	24	6
201627	1765	1750
101929159	3	8
7871	3166	3912
105377103	139	11
105377104	7	11
2317	18162	14339
105377105	937	627
105377650	6	4
1776	85	770
107986091	3	0
57406	299	697
11102	499	255
109703458	317	167
54899	633	326
105377106	34	1
5162	1025	208
107986092	2	0
200845	146	16
8309	168	420
107984079	52	908
11170	239	7724
105377108	5	3
131177	29	3
105377109	5	0
200844	775	10
101929238	46	0
105377110	35	0
339902	0	0
2272	149	112
105377113	51	5
105377112	71	12
107986015	155	49
103504735	0	0
105377111	36	3
105377114	0	0
105377115	0	0
5793	1420	10259
107986016	355	378
105377116	96	140
100506994	70	33
57415	73	11
55079	0	0
105377647	0	0
8618	29	112
285401	15	0
107986043	18	0
132204	31	0
100874016	35	0
132203	71	3
105377119	9	0
100130345	28	1
132200	37	14
80145	530	184
100874039	23	0
6314	2422	2103
100861563	31	29
100507062	325	24
9861	1056	290
105377121	0	0
107986093	1	0
100652759	229	498
100287879	5	8
166336	1117	2369
100874242	25	4
100874243	155	261
101929316	10	129
105377123	10	4
56999	1380	5453
101929335	178	219
100507098	64	293
105377124	32	25
107986017	0	0
105377125	1	0
105377127	0	0
102724763	0	0
107986094	2	0
9223	615	2613
107986018	60	21
151877	103	97
100873983	48	7
105377128	0	0
115286	825	575
107986095	0	0
26018	2884	16135
105377141	0	0
105377142	0	0
105377143	0	0
105377144	4	0
84541	111	13
100422941	1	0
112267879	42	4
8801	2592	901
105377148	159	23
101927111	68	16
407738	2	3
107986019	1	0
105377146	1	6
151647	4	3
285203	1430	2254
7110	2136	1656
100422859	29	6
9039	1364	228
10550	2732	1107
56203	11	14
23150	2181	1567
4286	781	548
101927152	0	0
105377151	0	0
107986096	0	0
105377152	2	0
27086	2734	2288
104502416	74	100
100302112	16	0
105377155	8	21
317649	1491	619
2850	172	373
60675	19	23
105377156	0	7
105377157	1	0
285286	38	1
201617	0	0
105377158	0	0
105377159	0	0
23429	1617	273
105377160	0	0
105377161	20	1
102724817	2	0
105377162	4	0
55164	814	346
107986097	22	4
727936	653	2089
151987	3080	614
55096	251	43
107986098	1	0
23024	404	5132
101927296	50	39
101927249	9	13
105377164	0	0
105377165	0	0
101927346	0	0
5067	103	35
105377166	0	0
105377167	0	0
105377168	0	0
107986099	0	0
100846999	2	0
105377207	0	0
692099	198	376
107986100	43	64
100302212	1	0
100288801	3	13
401074	29	75
100131827	300	186
100422955	6	4
6092	248	640
107986020	48	31
102724949	11	2
105377171	0	0
105377172	0	0
105377173	0	0
6091	804	1408
101927374	9	10
100500877	0	0
105377177	1	0
105377176	0	0
105377175	0	0
105377174	0	0
728290	0	0
2632	1589	257
105377178	0	0
105377179	0	0
105377180	0	0
101927439	0	0
105377181	0	0
105377183	0	0
105377186	0	0
105377187	0	0
105377188	6	0
440970	0	0
105377192	0	0
105377193	0	0
253559	1	0
106635529	0	0
100847077	0	0
100874037	0	0
102723364	0	0
101927494	0	0
101927518	0	0
105377196	1	5
389136	1481	4165
100846978	29	20
100616161	0	0
25978	1276	455
5449	6	0
105377198	0	13
3355	26	21
8545	2309	421
55279	1141	141
285237	425	154
105377202	0	0
111064647	0	0
2042	111	64
101930420	0	1
107984021	0	0
5627	851	756
200894	385	181
415117	96	0
200895	477	182
63899	927	220
105373992	0	0
255025	0	0
100287639	1	12
102465864	0	0
285220	9	41
107986103	0	0
101929278	0	0
84100	267	36
101929298	5	3
131544	5477	932
105373994	147	2
84864	1659	269
200959	0	0
81050	0	0
26341	0	0
105373996	0	0
403273	0	0
403274	0	0
105373998	0	0
105373997	0	0
101929320	0	0
105373999	0	0
79295	0	0
79310	0	0
403278	0	0
105374000	0	0
403277	0	0
26339	0	0
402135	5	2
56650	3079	495
2838	23	2
1371	1443	743
100874207	13	90
10402	355	621
131566	1540	5707
105374002	0	0
105374003	0	0
107986104	0	0
105374004	0	0
105374007	11	14
105374005	6	4
105374006	1	2
1295	2268	11168
101929357	137	147
84319	716	99
11259	759	295
112268455	88	0
100500859	1	0
105374010	707	27
105374009	74	3
644444	2	0
55773	2573	260
56954	1845	246
9868	4195	1023
348801	342	103
55076	3829	81
84873	25	0
10342	2928	170
25890	805	785
50939	54	9
57337	1799	67
131909	30	5
54931	758	39
57092	3921	320
27107	2364	576
100009676	379	552
6152	6437	1405
105374013	402	88
285359	29	3
79598	1242	93
91775	866	964
64332	5014	21113
152225	14	0
101929411	0	0
107986105	2	0
131368	8	0
105374016	0	0
107986106	0	0
105374017	0	0
105374018	0	18
100616336	0	0
105374019	1	0
105374020	13	0
105374021	9	0
107986107	0	0
107986108	3	0
105374023	0	0
214	9550	6407
868	2536	1103
107986109	3	1
105374024	25	0
105374026	15	1
105374027	8	0
107986110	5	12
107986112	0	0
101929485	4	0
105374029	11	0
101929534	22	23
107986021	3	3
100302640	8	12
344595	112	174
84692	3	8
101929579	8	0
101929607	0	0
56987	1719	991
151658	0	0
285205	1	6
961	9182	880
105374031	17	6
101929623	25	2
55081	905	1101
11148	45	0
22989	40	10
57650	1034	32
9666	958	178
105374033	0	0
105374034	5	0
84666	0	0
50852	37	4
9626	0	0
27136	0	0
100506506	0	0
401081	0	0
677779	0	0
151871	20	0
55211	4	4
401082	0	0
100616129	1	0
105377811	0	0
105374036	79	0
105374037	65	0
151760	131	6
100506555	9	0
25945	2122	415
105374038	10	0
105374039	0	0
10225	396	78
79413	94	681
257068	249	105
100874115	16	4
90102	4831	2382
107984087	137	27
105374040	332	60
55347	1451	104
29114	1	1
344805	17	2
79669	2883	401
693152	26	15
257144	903	153
112806053	164	2
285335	654	15
105374042	17	0
4345	222	67
105374041	21	7
112268446	44	0
151888	69	7
64422	1403	1355
55032	1448	1279
112268447	715	175
100506621	632	171
151887	3082	3919
101929694	320	0
113218483	42	0
100129297	162	0
344807	275	0
131450	203	7
29083	521	31
25871	2022	151
107986114	100	42
107986113	15	0
101929717	2	0
102723430	1	0
91653	263	757
55779	1645	266
100874029	91	3
102466253	9	0
152185	2188	200
54847	2050	270
100616476	25	2
205717	3149	607
80218	9186	402
523	5811	786
54762	317	31
254887	294	337
57577	839	185
105374048	17	0
79691	1391	391
1814	0	0
107986115	14	0
7634	22	12
201633	1306	428
26137	3120	1856
693153	10	0
100131117	163	72
101929754	43	4
100616166	3	0
104413890	42	1
100874131	28	33
101926886	3	0
105374051	1	0
2596	1	0
4045	1059	671
105374053	35	0
109623450	13	0
107986116	42	8
105374052	34	2
101926903	51	13
100861506	4	1
285194	17	28
100616485	0	0
100506724	4	17
105374054	13	33
105374056	30	17
105374057	8	23
107986022	42	872
101926953	16	28
105374058	0	0
105374060	0	0
101926968	0	0
107983969	0	0
105374059	3	0
152404	1318	29
100506765	49	0
152405	266	5
7348	4706	34
8702	3669	310
100874201	525	50
57514	1639	6370
100874246	46	104
55254	2712	710
56983	1203	188
51300	2646	1276
941	164	138
107986118	2	2
141	329	1077
51365	57	263
105374062	18	15
64091	35	36
105374063	13	3
10063	222	213
105374064	0	0
89876	130	144
8856	5	22
2932	5140	3438
113839522	7	2
107986119	60	25
105374065	0	1
165829	12	14
116064	4372	4542
100130701	232	1505
11167	3784	6653
406975	240	42
107986121	10	2
4710	724	4
3081	53	20
285282	1075	59
2960	718	156
101926983	0	0
105374069	0	0
9515	8	0
100847043	0	0
10721	1528	7
503582	0	0
51725	0	6
3059	2467	2692
2804	8990	2295
9657	892	49
55840	424	1
6565	1947	316
286676	657	413
101927010	71	0
942	403	131
846	1	16
1475	787	3
131076	274	14
26355	1163	126
54554	580	69
102723582	127	97
3836	4196	663
107984000	1	0
105374071	340	68
83666	3105	1102
151636	4425	1631
165631	466	145
54625	9687	5089
79663	575	78
84925	1699	2378
100129550	367	126
54437	78	169
112268448	2	5
10954	1171	932
102465667	21	14
26984	893	86
111	130	586
201562	5281	236
100506826	186	683
4638	2606	22175
100873940	31	68
105369194	191	646
64770	3345	185
54763	2	0
8997	1095	3571
100847021	5	21
105374077	23	18
102464832	1	0
107986123	7	6
105374076	4	1
7372	1507	396
100422864	4	1
3693	8967	16241
56667	3	3
57493	2615	21232
84561	960	637
100847039	1	0
7707	3691	342
105374080	4	0
105374081	0	0
8723	1347	114
114885	1556	749
105374312	1	0
100302204	1	0
101927056	62	23
102723696	274	124
100125556	241	31
200810	227	28
152015	7	0
54946	954	1954
105374085	51	89
112267887	1	0
10840	7	290
100874204	5	6
105374083	0	0
100862662	0	18
107986124	3	16
28999	127	5845
105374088	0	14
107986044	0	0
100506907	0	0
348807	102	166
79364	2962	4504
131669	4	0
166012	26	25
152065	4	10
105374090	3	9
114112	299	546
255330	0	0
84303	605	683
5361	11101	23382
285311	0	0
100419008	0	0
101927123	6	96
105374094	15	292
101927149	0	0
107986125	4	6
131601	1314	2691
102466199	10	16
102465857	7	8
4171	3185	560
107986126	682	53
50512	53	567
80325	1815	8674
11343	2026	14654
107986127	182	547
107986129	2	0
105374096	0	0
166348	50	35
102723759	16	11
29927	11277	7101
8607	2114	676
100874089	45	83
60678	1096	941
165721	5	13
285224	0	17
2624	219	1493
101927167	46	913
90246	27	25
23434	2	23
6184	10329	7113
7879	5269	1370
113219457	2	10
653712	149	86
28976	1871	1323
57501	973	3705
79825	91	7466
2815	3	21
100534599	1085	2698
339122	864	3156
57461	646	1101
7555	10048	6891
105374101	59	18
105374102	21	3
22820	7233	4135
102465496	4	1
56941	1805	924
8971	7219	5645
339942	200	834
132241	355	272
677797	23	40
90288	51	66
8930	1558	414
55764	1559	1256
6010	2	5
132243	5	2
23129	5824	26526
23023	2389	1235
100507032	37	9
7200	7	29
644974	152	39
105374105	58	0
729375	355	140
105374104	110	53
105374103	23	1
107986131	23	10
107986133	6	0
646300	80	12
105374106	0	0
256076	218	385
131873	1015	3676
30849	2703	833
107986023	54	12
105374107	3	3
105374108	0	0
27032	13458	3272
28990	721	197
79858	838	132
107986024	54	1
339874	59	16
152195	368	417
131870	1200	2351
107986025	24	0
105374110	9	2
11222	2648	192
677836	54	7
105374114	214	149
131034	5	0
105374113	4	3
100847040	0	0
105374111	1	0
100189179	0	0
100189250	0	0
55	149	77
23317	6906	697
100532724	1942	556
84129	965	422
51554	111	20
79876	1771	434
27031	1426	504
348808	65	185
105374115	0	0
66000	57	200
101927455	32	11
101927432	68	41
8419	24	30
85003	22	0
55573	6016	6332
11073	3418	310
7018	49	207
58477	2819	656
105374116	0	0
51560	91	176
80111	40	187
6578	981	4265
100507210	0	0
105374117	1	1
6259	3457	2098
105374119	6	21
105374118	38	35
51421	1643	10951
102466744	10	17
100616281	0	0
25847	1191	144
80254	703	240
2047	233	52
339855	1003	115
105374121	283	15
105374120	8	2
102724019	12	0
105374122	13	2
105374123	1	0
105374124	0	0
5523	2113	363
107986135	34	0
55167	2214	5060
5096	1353	832
10274	3893	762
80723	769	157
101927597	344	92
4690	1510	224
107986136	769	44
53833	3104	49
105374126	0	0
8403	0	9
100507274	0	0
51208	1000	11646
105374127	81	5
105374128	177	61
199221	818	971
51146	6	0
51163	696	244
25852	2473	703
347736	297	116
22808	412	1540
105374129	4	3
83850	667	5016
80321	2018	277
55179	207	249
5291	3616	383
103344930	1	0
668	0	0
401089	1	0
729627	0	0
389151	0	0
389152	0	0
60467	0	0
140464	0	0
56945	725	70
9276	7141	980
100507291	87	39
5948	47	88
5947	1268	620
349565	599	197
64084	53	833
105374132	0	0
101927808	1	0
102724068	2	0
287015	0	0
55186	3332	412
92369	42	460
92370	911	102
253461	5881	2167
5922	2865	143
646730	2	0
9616	2062	1099
131890	64	50
105374134	0	0
483	9525	13329
7029	1065	1803
256356	2121	585
54464	5937	393
545	4836	255
5357	2785	179
105374136	43	16
7220	338	871
26577	59	1597
100507389	0	0
344838	0	0
101927832	7	3
100289361	9	1
23350	5741	386
105374138	4	0
9435	274	4590
105374137	5	0
285195	362	116
100885796	36	6
102724120	40	0
205428	1421	6936
105374140	46	7
105374139	3	0
105374141	0	0
105374142	0	0
105374143	0	0
105374144	0	0
107986138	13	0
109729161	62	7
5352	3949	656
105374145	91	17
57088	2081	633
57047	89	3
5359	3890	703
389158	0	0
101927866	0	0
112268449	0	0
84107	1	0
7545	0	0
440982	0	0
102724145	0	0
100507461	0	0
105374146	0	0
105374149	0	0
105374148	0	0
105374147	0	0
105374150	4	0
185	36	26
1360	0	4
1359	361	81
107986045	0	0
2992	911	249
6596	3344	183
100873945	132	63
84343	2557	394
1356	7930	112
101927942	3	0
107986140	1	0
116441	122	29
4071	7747	5345
100874091	112	2
105374151	15	0
7104	9	11
25937	4820	3052
100128025	23	26
51122	1455	278
389161	27	2
11342	4082	442
105374152	509	20
5217	310	95
646903	7	33
653659	362	200
105374153	1	0
107986046	2	0
105374313	0	1
101927992	0	0
101928022	0	0
105374154	1	0
107986141	1	0
107986142	0	0
9819	2847	14093
27230	4705	1835
83939	2771	83
51714	3066	282
131831	12	0
101928085	17	0
101928105	8	0
6478	1469	1943
105374155	31	16
646951	0	0
7401	0	0
116933	1	0
116931	181	24
29909	117	18
9934	113	16
53836	1318	0
53829	344	17
64805	51	8
285313	391	1010
100847036	5	0
105374157	29	0
105374158	169	0
344752	202	0
101928142	107	0
201651	2115	0
105374160	795	0
13	1478	3
56670	143	5
105374159	1	0
107986047	0	0
101928166	6	0
4154	11472	2153
401093	629	947
105374162	3807	690
645843	466	19
105374163	5	5
102724289	0	0
5028	1848	1047
5912	6636	5025
105374164	207	14
105374166	509	1
105374165	162	21
107986147	25	0
152118	11	0
100507524	22	55
26084	602	3488
105374167	93	263
170506	3838	331
344758	1	9
105374170	1	0
105374171	2	0
4311	333	1154
101928190	0	0
100507537	0	0
105374172	0	0
23007	396	314
100874036	4	5
285315	91	70
9197	2557	580
105374174	3	3
8833	3499	532
7881	2211	551
100874083	0	2
100874084	0	0
6747	5097	525
100287227	141	1427
25976	1277	1728
107986148	250	61
730091	38	26
647033	106	34
389170	69	96
339894	0	0
105374177	1	27
100498859	3	3
57018	6067	1742
101928236	194	129
105374179	51	37
79674	398	459
5806	32	1214
152078	22	24
6474	43	8
51319	1085	92
110599565	74	0
100996447	47	0
4291	511	228
85476	2832	240
56925	234	50
5918	516	600
112268457	87	21
100287290	528	380
64747	3403	769
105374181	104	25
100505385	281	2306
654502	1	0
29970	307	2325
100500803	0	0
100874433	61	97
101928351	257	163
101928376	4	2
3592	17	11
730109	0	0
105374314	0	0
107986149	0	0
401097	30	102
100174949	1185	60
57560	875	26
10051	4530	589
406949	10	0
406951	1	0
286827	915	8
3840	5903	850
677767	739	275
80117	53	0
151742	948	1031
8706	696	661
105374186	10	0
51068	3299	393
105374187	69	18
112268450	57	23
165679	998	0
107986150	0	0
101243545	119	19
131149	0	0
107986048	0	0
107986049	0	0
647107	0	0
105374188	0	0
102724419	0	0
100302148	0	0
105374189	0	0
105374190	0	0
105374191	7	0
107986151	0	0
104355289	0	0
107986050	0	0
6476	0	0
105374192	0	0
101928405	0	0
22865	0	0
103695433	0	0
590	31	134
105374194	0	0
105374193	0	0
105374195	0	0
105374196	2	0
79740	80	0
104310350	2	0
5276	25	0
105374197	20	0
151790	188	52
11235	1690	138
5274	70	2
646168	3	0
107986152	207	3
27333	2323	5197
93556	45	579
693136	1	0
105374200	9	3
100507661	1	9
105374201	0	0
107986051	1	0
2122	8538	826
105374206	190	30
105374205	249	7
7012	4674	2308
84517	58	34
100189318	0	0
55892	1045	129
151827	85	27
344657	6	11
79782	12	30
344658	0	0
100128164	4	3
7095	4654	432
26996	286	161
80012	7254	1552
105374209	131	2
5584	4058	916
6498	5453	1027
5010	60	780
102465497	0	0
57709	3	11
101928583	3	2
105374211	1	5
200916	516	55
56648	99	40
6514	1	0
23043	2065	1012
105374216	208	7
693154	19	0
102724479	68	18
5337	2437	186
389177	10	0
100874219	0	0
105374218	0	0
105374217	2	0
64778	8583	5916
107986153	594	110
2693	6	1
8743	2696	705
105374219	0	0
57552	902	844
1894	3058	34
107986052	1	0
83893	0	0
105374221	0	0
105374220	2	0
105374224	0	0
22871	27	14
105374225	1	0
100874010	7	0
105374226	0	0
254827	539	84
107986027	20	0
100862679	12	0
100874244	14	0
100616395	0	0
100874245	4	0
102465858	0	0
105374230	0	0
100505547	2	0
105374229	4	0
101928684	6	0
79718	14653	555
107986053	0	0
100820709	2	0
100505566	102	15
101928711	38	1
102724550	34	9
107986154	12	0
105374234	1	0
107986155	2	0
107986156	0	0
105374235	49	13
100874330	1	0
104797538	158	0
10242	127	29
64393	2293	1211
101928739	0	0
5290	3371	529
27094	161	49
51193	1073	977
55669	4868	431
59345	2068	2223
107986157	3	0
86	1563	46
57129	776	82
4711	2195	290
107986158	12	0
8975	1375	1492
51555	60	32
101928790	0	0
100505609	0	0
101928856	3	3
151613	2361	136
339829	244	12
101928882	33	44
105374240	15	24
8087	4835	416
131118	499	226
347689	27	8
102724604	8	0
6657	993	0
100996490	15	3
105374242	0	0
105374243	5	0
401103	1	0
105374244	0	0
102724617	35	0
107986054	0	0
105374245	4	6
23200	9857	585
54165	4025	229
105374246	9	14
56922	1811	603
105374247	1	4
27074	1861	1971
23101	706	235
84002	5601	4965
107986160	204	58
107986161	61	7
100505687	51	104
109616971	2	0
109617007	6	0
89857	1290	1584
100874019	41	0
105374248	0	0
107986162	165	291
54800	4790	1199
55689	5445	1774
100874113	341	108
79929	160	220
55486	1909	267
100616127	0	3
10057	15500	1022
100873982	92	0
200909	0	0
170572	2	7
105374249	83	11
106478970	6	0
285242	24	3
8893	3114	1121
1857	3996	3334
1173	11142	4385
55324	2080	2033
90113	35	48
100187716	4	8
10195	1121	733
110599564	221	37
110599583	119	31
94032	29	31
9718	0	3
5708	10211	4660
1981	17325	15091
692107	6	10
131408	962	2996
1181	517	580
5437	1600	1762
7066	3	15
8646	149	1331
105374250	0	3
105374251	2	2
100874079	1	0
2049	3079	1771
64110	1130	1302
107986163	114	255
101928992	1	0
105374253	0	2
23355	4717	433
285382	34	145
339926	57	0
1962	1174	82
100847054	0	0
9175	1536	442
101929018	74	8
90407	1310	1268
105374254	24	25
200879	861	744
107986055	1	0
59343	1537	860
10644	2246	541
646600	148	20
100847078	12	0
6434	3770	1301
344887	177	0
2119	1013	1283
105374257	19	10
1608	223	266
107986164	0	0
253573	0	0
107986165	0	0
1427	134	0
55171	950	44
51726	1031	227
197	5	0
26998	12	0
105374258	2	0
3273	5	0
3827	3	0
105374259	11	0
1974	11608	1480
619567	118	25
109617006	150	33
100302143	88	15
677847	119	20
6043	193	8
619568	131	0
5984	785	27
102724699	18	0
9370	0	0
100874095	0	0
6480	3910	3859
116832	228	50
101929106	3	0
132112	2	0
5648	106	123
105374260	10	0
101929130	9	0
64108	155	65
105374261	106	7
105374262	5	0
6750	0	6
344892	0	11
100131635	52	0
604	5459	5628
105374263	14	0
105374264	187	0
105374265	0	0
105374266	0	0
107986166	0	8
339929	205	200
4026	14811	3306
401105	229	110
100873917	81	2
407020	1	0
100874043	103	44
107986168	176	39
107986167	185	40
285386	766	318
100874027	18	31
105374270	13	2
107986169	10	2
8626	13546	31
100126340	68	0
55214	2283	5581
101929152	23	39
107986170	1728	9
9076	21133	408
10686	234	0
131920	0	0
3556	5151	303
105374272	0	0
647309	0	9
100170222	0	0
107986171	0	0
344901	1	0
106480738	1	0
257313	16	1
152137	1324	4125
103344926	1	0
152138	0	0
105374275	0	0
105374276	0	0
105374277	0	0
2257	122	81
100873986	5	0
100873987	18	2
107986028	117	0
107986056	40	1
151963	455	249
105374280	0	1
57110	0	5
84789	0	0
344905	29	54
100874218	1	4
84239	2621	4594
101929198	249	181
4976	4987	321
100873941	243	6
102724808	178	24
105374282	0	0
105374283	0	0
105374284	6	2
105374285	38	72
105374287	28	22
105374286	11	19
647323	28	0
100128023	14	0
285389	9	18
102724877	97	2
3280	2336	1406
107986172	0	0
100505920	4	7
101929337	1	0
105374289	17	0
100131551	123	3
1370	4	0
131578	680	66
2814	8	73
79572	13393	2898
401106	75	7
100507297	180	26
93109	1285	1434
105374291	58	25
55341	2079	467
131583	1455	6151
105374292	1	0
100507391	8	0
105374293	0	0
107986174	13	0
107986173	14	0
105374294	0	0
105374295	0	0
152002	1763	789
100874528	51	45
100422926	7	0
101410543	67	8
105374296	111	20
23527	6288	1348
5504	2462	1141
347	63	324
107986029	35	16
105374298	360	31
105374297	38	17
727956	1529	850
440993	556	356
693155	122	23
200958	803	309
4585	25760	359
105374299	60	0
101929697	13	0
107984010	8	0
10188	2568	9289
102465977	2	13
100128262	86	282
727978	80	106
255812	1728	1062
105374301	40	9
7037	16427	3829
401109	109	24
105374303	3	5
131540	17	22
105374304	44	11
200931	122	30
5130	4916	1488
255758	168	22
100534611	278	47
107986031	34	19
100874214	224	45
116211	222	43
26043	4392	904
100874034	53	4
165918	2793	1457
105374306	70	0
105374307	2	0
255798	2	0
348793	349	35
200933	1219	197
101929769	3	0
375387	236	1174
84984	108	34
54965	1395	551
5062	6474	1099
205564	2874	816
22916	2604	724
100874001	88	41
152217	539	654
80235	627	627
4241	984	1160
100507057	203	274
1739	5773	975
100616216	1	0
100507086	78	15
101926923	0	0
105374308	61	5
105374309	2	0
100129516	11	0
622	262	332
220729	713	372
107986175	22	37
112268458	438	108
9711	2158	3137
100126321	69	14
84248	2786	446
84859	3180	1185
105374310	137	7
84223	444	190
6165	3178	272
89782	943	101
100873947	90	20
348840	1	9
107986177	0	0
728262	1056	1197
105379426	82	6
101928669	193	44
101059949	17	0
107987361	33	30
152687	154	72
255403	214	685
642280	42	32
107986244	11	17
654254	18	0
105374336	0	4
7700	1040	1197
693156	13	12
79963	221	150
170960	670	183
54872	2692	3451
112441426	0	0
105374338	0	0
5158	155	546
101928521	5	34
521	105	117
4636	596	2157
84179	738	4006
107986245	3	1
10336	3539	2640
107986246	101	91
107986211	631	526
100129917	340	506
10815	46	430
105374339	32	120
105374340	2	4
2580	3903	11375
105374341	86	278
84286	698	2632
1609	1360	9342
10861	509	2335
3425	697	3683
53834	443	4960
105374343	0	23
285498	43	139
105374344	15	15
100379220	36	11
10417	813	3372
100130872	138	517
101928548	16	123
285463	1477	4619
1487	5552	16071
92070	261	485
105374347	5	24
105374346	3	0
10296	1890	3161
57654	2172	7692
54729	0	23
105374348	0	0
152877	84	485
105374349	15	74
7884	1573	1618
92305	1181	10042
10460	1535	998
112268460	253	186
2261	6721	2944
3954	2421	6507
7468	4828	2461
677770	10	1
7469	825	1712
100126332	73	221
401115	54	664
339983	25	151
353497	172	336
79441	588	404
10608	1979	14517
100616358	79	481
57732	601	3197
105374352	53	56
107986249	21	183
402160	21	82
105374353	18	8
107986250	13	22
6047	1790	2120
8603	1681	6209
79155	1388	5723
102723763	1	5
6452	4677	5897
118	5728	11326
10227	1805	6772
317648	313	504
8602	1237	2228
2868	71	186
100750326	0	7
3064	6274	13494
345222	234	1974
6002	1944	4707
3083	19	29
105374354	1	4
285489	251	3197
105374355	14	44
4043	2391	11128
285492	0	0
112268461	0	0
105374357	0	0
100133461	0	0
107986251	80	378
152	436	965
348926	149	62
105374358	12	10
105374359	0	1
101928217	22	16
107986252	9	7
133060	1	0
85013	471	148
55646	264	69
166793	114	89
112268462	0	0
27065	254	111
107986253	32	19
53407	649	421
104472519	38	0
107986254	196	29
100507266	112	34
101928237	76	6
109623454	14	5
101928279	35	10
103695434	0	0
4487	38	333
101928306	0	0
107986218	0	0
54360	21	37
107986256	1	0
55351	59	140
105374362	17	5
10141	45	24
132884	550	1421
2121	2740	8888
1400	288	389
389197	18	47
100616201	0	0
152789	89	405
285484	0	9
105374364	4	0
7466	1010	17739
107986257	45	537
5522	63	17
105374365	1	0
23324	1371	5801
93621	3635	6178
105374366	65	2
93622	372	1351
339988	17	23
6286	327	15
114932	678	335
105378240	5	0
55330	337	1588
105374367	0	0
9778	1950	934
57533	2385	3359
100129931	717	899
257236	37	257
93624	710	2345
80273	655	212
105374368	29	4
105374370	2	27
730971	1	11
57537	229	2696
105374371	6	16
100616471	0	0
768239	12	151
100422826	2	2
107986258	13	11
84740	331	266
60312	2675	2288
389199	68	443
84448	308	945
407052	0	0
54436	1928	17365
105374373	58	1604
94031	566	7020
112268463	90	1814
105374374	0	0
8310	1023	2607
105374376	20	0
152992	606	1289
27201	10	0
8532	436	1089
101928532	0	0
3166	0	0
105374474	0	0
105369250	124	188
100287045	1	3
100287144	1	0
100287178	10	33
100287205	3	11
100287238	1	11
100288520	15	26
100287327	1	7
100287364	4	8
100287404	1	3
100287441	3	6
100287478	1	1
100287513	2	1
728369	0	0
728373	0	0
728379	0	0
728386	1	1
728393	0	0
728400	1	2
728405	0	1
391627	1	4
728419	0	1
391622	4	7
644414	0	0
100302277	2	0
56606	2271	891
1816	57	18
105374476	422	108
9948	5901	7283
100423011	5	51
105374478	5	0
107986260	5	0
85460	1699	157
116449	100	10
105374482	16	4
105374481	17	2
105374480	22	0
102723525	4	0
105374479	0	0
105374488	23	0
693157	3	11
9957	3104	221
107986178	95	0
105374484	3	0
105374483	4	0
113218507	0	0
105374489	0	0
107986179	0	0
107986180	0	0
101929019	0	0
105374492	0	0
105374490	0	0
107986181	5	0
105374493	21	0
105374494	51	6
9364	454	281
105374495	0	0
285547	0	0
579	0	1
285548	1	0
259282	2747	1632
100847023	2	0
101929071	0	0
107986183	0	0
107986184	0	0
101929048	1	0
107986182	0	0
152742	4	0
201853	7	6
105374496	0	0
441009	7	31
105374498	1	0
132864	937	870
101929095	34	29
105374501	4	3
114905	166	214
107986185	23	0
57545	980	287
26234	3330	989
285550	427	40
683	163	231
107986186	2	0
952	514	432
9982	991	6
83888	10	68
8842	137	0
107986261	3	2
105374502	1	0
202018	821	1122
107986187	61	12
202020	239	433
105374505	21	7
9079	567	343
107986188	267	29
105374507	0	0
101929123	1	0
107986219	0	0
109616994	0	0
5860	525	1100
645104	0	0
51056	1629	1718
80306	2214	1255
27146	253	189
54876	1438	773
64151	1140	4
254251	1077	96
107986220	0	0
107986262	0	0
105374510	1	0
107986263	0	0
107986264	0	0
105374511	1	0
105374513	0	0
105374514	0	0
9353	1676	16383
100505893	46	0
407000	15	12
105374515	0	0
133015	560	344
80333	133	8
102465859	0	0
105374516	0	0
112268323	0	0
359822	0	0
100505912	9	5
105374519	31	0
166647	1477	869
113219450	8	3
105374520	3	0
57733	8	0
107986265	29	9
105374521	0	0
105374524	1	0
105374523	0	0
105374525	0	0
105374528	4	0
105374527	12	0
10891	162	268
693158	16	2
1665	5953	1180
107986266	24	0
6649	621	35166
91050	440	592
102723675	91	21
55203	98	19
105374534	7	0
51091	602	158
285540	15	10
105374535	43	26
55300	1237	1808
29063	530	139
29945	1169	255
105374536	11	6
101929161	21	20
10568	16306	35813
23231	3995	1795
102723733	29	16
105374538	11	10
389203	375	42
105374540	2	0
105374541	35	11
3516	3644	903
105374545	21	6
105374542	10	0
886	0	0
55296	1058	175
105374546	36	18
57620	2036	3399
101929199	4	4
105374547	0	0
105374548	0	0
105374549	0	0
105374550	0	0
105374552	0	0
105374553	0	0
105374557	0	0
107986269	0	0
107986268	0	0
105374556	0	0
105374558	0	0
105374559	0	0
100422937	0	0
102723764	9	0
